clean_sheets,clean_sheets_away,clean_sheets_home,cs_pct,cs_pct_away,cs_pct_home,defense_overperform,defense_profile,friction_base,ga_0_15,ga_16_30,ga_1h,ga_2h,ga_31_45,ga_46_60,ga_61_75,ga_76_90,ga_away,ga_corner,ga_free_kick,ga_home,ga_leading_1,ga_leading_2plus,ga_level,ga_losing_1,ga_losing_2plus,ga_open_play,ga_outside_box,ga_penalty,ga_penalty_area,ga_per_90,ga_per_90_away,ga_per_90_home,ga_set_piece,ga_set_piece_total,ga_six_yard,ga_total,home_away_defense_profile,league,matches_away,matches_home,matches_played,scraped_at,season,set_piece_profile,set_piece_vuln_pct,shots_ag_0_15,shots_ag_16_30,shots_ag_31_45,shots_ag_46_60,shots_ag_61_75,shots_ag_76_90,shots_ag_outside_box,shots_ag_penalty_area,shots_ag_six_yard,team_name,team_understat,timing_profile,xga_0_15,xga_16_30,xga_1h,xga_1h_pct,xga_2h,xga_2h_pct,xga_31_45,xga_46_60,xga_61_75,xga_76_90,xga_away,xga_corner,xga_first_15_pct,xga_free_kick,xga_home,xga_last_15_pct,xga_leading_1,xga_leading_2plus,xga_level,xga_losing_1,xga_losing_2plus,xga_open_play,xga_outside_box,xga_penalty,xga_penalty_area,xga_per_90,xga_per_90_away,xga_per_90_home,xga_set_piece,xga_set_piece_total,xga_six_yard,xga_total,xga_total_timing
2,0,2,13.333333333333334,0.0,25.0,-7.464690999999998,AVERAGE,0.5,4,4,10,12,2,7,5,0,18,4,2,11,3,2,14,6,4,20,4,2,16,1.9333333333333333,2.5714285714285716,1.375,1,7,8,29,HOME_FORTRESS,EPL,7,8,15,2025-12-08T19:16:48.783585,2025/2026,SP_VULNERABLE,25.904177142689512,34,21,29,31,26,0,64,94,20,Leeds,Leeds,CONSISTENT,3.5701663130894303,3.992357850074768,9.438667176291347,56.84939605229133,7.164265892002732,43.15060394770867,1.8761430131271482,3.6884605130180717,3.47580537898466,0,13.938307000000002,3.910324139520526,21.503226558849573,0.6684137843549252,7.597002,0.0,3.100636382587254,1.8394674244336784,9.396918972022831,5.628819042816758,3.1204301957041025,15.58362554339692,2.1920393160544336,1.5223376750946045,14.339537367224693,1.4356872666666667,1.9911867142857145,0.94962525,1.401570875197649,5.9803087990731,5.554695334285498,21.535309,16.602933068294078
4,2,2,26.666666666666668,25.0,28.57142857142857,-2.4204149999999984,AVERAGE,0.5,4,1,8,10,3,4,6,0,15,5,0,9,4,4,10,4,2,15,5,2,15,1.6,1.875,1.2857142857142858,2,7,4,24,HOME_FORTRESS,EPL,8,7,15,2025-12-08T19:16:49.529250,2025/2026,SP_SOLID,18.475343425167956,17,28,32,24,27,0,58,100,9,Liverpool,Liverpool,SLOW_STARTER+FIRST_HALF_WEAK,3.7236460437998176,3.762173378840089,10.27527846954763,64.49410078587212,5.656842987053096,35.50589921412788,2.789459046907723,2.9825342502444983,2.674308736808598,0,13.926063000000003,2.3175428370013833,23.371941106167625,0.35240351408720016,7.653521999999999,0.0,1.9522626427933574,2.3193117827177048,8.622506955638528,7.039249434135854,1.6872721128165722,15.342615773901343,1.8550739884376526,2.2835065126419067,15.593525283038616,1.438639,1.7407578750000003,1.0933602857142855,1.324534290470183,3.9944806415587664,4.172003656625748,21.579585,15.932121456600726
6,2,4,40.0,28.57142857142857,50.0,0.7717649999999985,SOLID,0.7,0,2,4,9,2,4,5,0,10,5,0,6,5,5,5,1,0,9,3,1,10,1.0666666666666667,1.4285714285714286,0.75,1,6,3,16,BALANCED_DEFENSE,EPL,7,8,15,2025-12-08T19:16:50.274169,2025/2026,SP_VULNERABLE,27.904324920652268,10,18,15,36,24,0,39,88,13,Manchester City,Manchester_City,SECOND_HALF_WEAK,1.5789619078859687,2.233386621810496,5.22505955863744,39.23444564799004,8.092471688054502,60.765554352009964,1.4127110289409757,3.4372857455164194,4.655185942538083,0,8.3625,3.829758992418647,11.856265839647877,0.05749478563666344,8.409265,0.0,5.831521620042622,4.224021545611322,6.183172509074211,1.137545332312584,0.44383147172629833,11.325178297236562,1.385610387660563,1.5223376750946045,10.30713223759085,1.1181176666666666,1.1946428571428573,1.051158125,1.0853227283805609,4.972576506435871,6.127349853515625,16.771765,13.317531246691942
1,0,1,7.142857142857142,0.0,14.285714285714285,-0.5092510000000026,AVERAGE,0.5,2,3,6,8,1,4,4,0,13,5,1,8,7,3,7,3,1,14,2,1,13,1.5,1.8571428571428572,1.1428571428571428,0,6,6,21,HOME_FORTRESS,EPL,7,7,14,2025-12-08T19:16:51.022530,2025/2026,SP_VULNERABLE,28.362526655938485,23,21,21,26,25,0,42,91,21,Manchester United,Manchester_United,CONSISTENT,3.0521436389535666,2.6818016972392797,8.346046700142324,51.97781487253903,7.710893593728542,48.022185127460965,2.6121013639494777,4.078809771686792,3.63208382204175,0,14.08915,4.51464743539691,19.008251778320478,0.25486280769109726,6.401599000000001,0.0,6.614668805152178,1.9593044742941856,7.0152522046118975,3.7130249179899693,1.4150778632611036,14.080201676115394,1.5095138642936945,0.7611688375473022,12.464131996035576,1.4636249285714285,2.0127357142857143,0.9145141428571429,1.106447508558631,5.875957751646638,6.743682404980063,20.490748999999997,16.056940293870866
5,3,2,33.33333333333333,42.857142857142854,25.0,-1.3910049999999998,SOLID,0.7,0,0,4,5,4,3,2,0,9,4,0,10,7,2,7,3,0,13,3,2,10,1.2666666666666666,1.2857142857142858,1.25,0,4,5,19,BALANCED_DEFENSE,EPL,7,8,15,2025-12-08T19:16:51.760262,2025/2026,SP_SOLID,16.22341476136141,30,18,31,29,15,0,48,100,12,Newcastle United,Newcastle_United,CONSISTENT,1.8239221861585975,1.338947075419128,6.332867414690554,49.574600673929986,6.44155200291425,50.42539932607002,3.1699981531128287,5.1544590797275305,1.2870929231867194,0,7.566034999999999,1.8116053948178887,14.277926272289108,0.33951687067747116,10.04296,0.0,4.917813498526812,1.9373035412281752,9.599288111552596,2.1025728629902005,0.6354575250297785,14.556429443880916,1.7523849923163652,1.5223376750946045,12.169428897090256,1.1739330000000001,1.0808621428571428,1.25537,0.9625461548566818,3.1136684203520417,4.27062164992094,17.608995,12.774419417604804
2,2,0,13.333333333333334,25.0,0.0,0.12309199999999265,LEAKY,0.3,2,2,11,4,7,4,0,0,12,6,1,13,2,1,11,7,4,11,7,3,15,1.6666666666666667,1.5,1.8571428571428572,4,11,2,25,BALANCED_DEFENSE,EPL,8,7,15,2025-12-08T19:16:52.551835,2025/2026,SP_VULNERABLE,32.03438578814675,33,22,34,38,26,0,67,116,16,Nottingham Forest,Nottingham_Forest,SLOW_STARTER,4.884511217474937,1.1919253505766392,9.787726772017777,55.21179127020073,7.939875515177846,44.78820872979927,3.7112902039662004,4.949260955676436,2.9906145595014095,0,13.669211,4.314983802847564,27.55314079334319,0.2545009180903435,11.453880999999999,0.0,1.5597407529130578,1.8570796502754092,11.38659158255905,8.012163765728474,3.4429735392332077,15.563277795910835,2.3165087131783366,2.2835065126419067,17.001124691218138,1.6748727999999995,1.708651375,1.6362687142857142,3.842280261218548,8.411764982156456,5.940915886312723,25.123091999999993,17.727602287195623
4,2,2,26.666666666666668,25.0,28.57142857142857,5.705194999999996,AVERAGE,0.5,5,2,8,5,1,2,3,0,10,2,0,7,2,0,10,4,1,15,4,0,9,1.1333333333333333,1.25,1.0,0,2,3,17,BALANCED_DEFENSE,EPL,8,7,15,2025-12-08T19:16:53.240514,2025/2026,SP_FORTRESS,12.710772773909145,24,38,26,37,32,0,82,128,19,Sunderland,Sunderland,FIRST_HALF_WEAK,2.454321482218802,5.125309624709189,9.467967289499938,58.85606845690946,6.618678553029895,41.14393154309054,1.8883361825719476,4.592951532453299,2.0257270205765963,0,13.954949999999998,2.0611784383654594,15.256887646087621,0.17085587233304977,8.750245,0.0,3.990376064553857,0.3965771282091737,13.909728669561446,3.2604759228415787,2.8655523285269737,20.557226088363677,2.3932657376863062,0.7611688375473022,14.378367515280843,1.5136796666666663,1.7443687499999998,1.250035,0.87228087708354,3.104315187782049,6.65107686072588,22.705194999999996,16.086645842529833
5,3,2,33.33333333333333,42.857142857142854,25.0,1.987012,AVERAGE,0.5,4,1,12,3,7,1,2,0,9,2,0,9,3,0,10,3,2,15,5,1,9,1.2,1.2857142857142858,1.125,0,2,4,18,BALANCED_DEFENSE,EPL,7,8,15,2025-12-08T19:16:53.941656,2025/2026,SP_SOLID,19.859023345869762,29,29,23,33,33,0,61,93,20,Tottenham,Tottenham,CONSISTENT,3.4636321999132633,1.868136765435338,8.50383573770523,52.094568289056774,7.820007643662393,47.90543171094323,3.1720667723566294,5.08716045320034,2.732847190462053,0,10.492968000000001,2.7740097399801016,21.218239595870696,0.15369469486176968,9.494043999999999,0.0,2.5838317964226007,2.2788060680031776,7.870268983766437,5.972996830940247,1.3911537267267704,15.344809246249497,2.042704688385129,0.7611688375473022,11.213808147236705,1.3324674666666667,1.4989954285714286,1.1867554999999999,1.0633748872205615,3.9910793220624328,6.840544570237398,19.987012,16.323843381367624
1,1,0,6.666666666666667,12.5,0.0,1.722804,SIEVE,0.1,4,2,11,12,5,7,5,0,12,10,0,17,3,2,13,7,4,17,1,2,19,1.9333333333333333,1.5,2.4285714285714284,0,10,9,29,BALANCED_DEFENSE,EPL,8,7,15,2025-12-08T19:16:54.673841,2025/2026,SP_SOLID,24.870690777395723,27,32,36,51,36,0,62,139,36,West Ham,West_Ham,FIRST_HALF_WEAK,4.583426279947162,3.752502892166376,14.469253462739289,58.977584119876745,10.064225957728922,41.02241588012326,6.133324290625751,5.631863761693239,4.432362196035683,0,15.490489,6.50568481720984,18.68233282933045,0.12853321433067322,15.232315,0.0,3.336342520080507,2.0223088967613876,16.467468043789268,5.3250973131507635,4.2010663421824574,22.032416055444628,1.7723667905665934,1.5223376750946045,18.31888283137232,2.048186933333333,1.936311125,2.176045,1.1633113538846374,7.79752938542515,11.261033494025469,30.722804,24.53347942046821
0,0,0,0.0,0.0,0.0,-6.8254810000000035,AVERAGE,0.5,4,4,13,11,5,3,8,0,12,2,1,17,3,0,14,8,4,26,7,0,15,2.0714285714285716,1.7142857142857142,2.4285714285714284,0,3,5,29,BALANCED_DEFENSE,EPL,7,7,14,2025-12-08T19:16:55.395123,2025/2026,SP_FORTRESS,14.832894656215679,30,32,23,35,29,0,73,93,16,Wolverhampton Wanderers,Wolverhampton_Wanderers,SLOW_STARTER+FIRST_HALF_WEAK,4.726751124486327,4.3485709531232715,12.040533108636737,62.10449360380332,7.347006198018789,37.89550639619668,2.9652110310271382,2.900683074258268,4.446323123760521,0,11.870351,1.9144027773290873,24.380356112875482,0.5900484696030617,10.304168,0.0,1.4710813211277127,0,11.118482577614486,6.494370833970606,5.31888401415199,20.78317434899509,3.1341075748205185,0.0,11.63950059376657,1.583894214285714,1.6957644285714284,1.472024,1.1151931509375572,3.619644397869706,7.629210578277707,22.174518999999997,19.387539306655526
