id,match_id,league,market_type,prediction,odds_taken,closing_odds,clv_percentage,diamond_score,edge_pct,ev_expected,is_winner,profit_loss,source,created_at,implied_prob,predicted_prob,hours_before_match,data_quality_score,model_uncertainty,steam_move,odds_movement,league_tier,match_importance,reality_score,class_score,context_score,home_tier,away_tier,tier_difference,convergence_status,system_confidence,adjusted_confidence,reality_check_correct,home_form,home_pressing,home_style,home_win_rate,home_draw_rate,home_strength,away_form,away_pressing,away_style,away_win_rate,home_tier_class,home_power,home_big_game,away_tier_class,away_power,away_big_game,got_value,line_movement_pct
14621,9b55f146c24d7a8216acf1a953ddfaee,,draw,draw,2.88,,,34,1.75,,True,1.88,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14452,248d5eacb736342623dd3ae392bae7c6,,dc_12,dc_12,1.36,,,68,5.46,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14451,248d5eacb736342623dd3ae392bae7c6,,btts_yes,btts_yes,1.64,,,78,13.16,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14450,248d5eacb736342623dd3ae392bae7c6,,over_25,over_25,1.78,,,82,19.24,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14584,8519adbb67cc79b5cb8743fa9878d8f6,,over_25,over_25,2.04,,,25,-5.61,,True,1.04,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14666,b61916f65e2721cd0c65c7ddbc4c8d5b,,over_25,over_25,1.88,,,24,-9.78,,True,0.88,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14665,b61916f65e2721cd0c65c7ddbc4c8d5b,,btts_yes,btts_yes,1.73,,,26,-9.99,,True,0.73,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14663,b61916f65e2721cd0c65c7ddbc4c8d5b,,dc_x2,dc_x2,1.1,,,34,-37.61,,True,0.1,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14662,b61916f65e2721cd0c65c7ddbc4c8d5b,,dc_12,dc_12,1.21,,,42,-9.46,,True,0.21,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14620,9b55f146c24d7a8216acf1a953ddfaee,,home,home,1.91,,,35,-3.2,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14619,9b55f146c24d7a8216acf1a953ddfaee,,dc_12,dc_12,1.25,,,38,-16.47,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14618,9b55f146c24d7a8216acf1a953ddfaee,,dc_1x,dc_1x,1.15,,,60,-1.33,,True,0.15,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14617,9b55f146c24d7a8216acf1a953ddfaee,,btts_no,btts_no,1.91,,,84,27.89,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14616,9b55f146c24d7a8216acf1a953ddfaee,,under_25,under_25,1.77,,,86,28.05,,True,0.77,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-63.7,1,,57.0,50.0,75.0,B,B,0.0,partial_convergence,57.0,57.0,False,neutral,medium,balanced,14.29,71.43,14.0,neutral,medium,defensive,0.0,C,34.0,1.0,C,44.8,1.0,0,
14661,b61916f65e2721cd0c65c7ddbc4c8d5b,,home,home,5.75,,,57,29.3,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14660,b61916f65e2721cd0c65c7ddbc4c8d5b,,under_25,under_25,2.06,,,58,8.05,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14658,b61916f65e2721cd0c65c7ddbc4c8d5b,,dc_1x,dc_1x,2.32,,,78,30.39,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-2.7,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14491,42bdb04e5b87b0cc8e89ee0137469616,,under_25,under_25,2.8,,,9,-15.72,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14490,42bdb04e5b87b0cc8e89ee0137469616,,dc_x2,dc_x2,2.07,,,11,-31.53,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14668,b9aa270332a686385631824d477fd3b5,,btts_no,btts_no,2.14,,,74,16.74,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14669,b9aa270332a686385631824d477fd3b5,,dc_1x,dc_1x,1.03,,,48,-8.68,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14670,b9aa270332a686385631824d477fd3b5,,under_25,under_25,1.75,,,47,1.06,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14573,6b4b4bc11193310fdc12f84267d4196d,,dc_x2,dc_x2,1.72,,,26,-10.53,,True,0.72,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14572,6b4b4bc11193310fdc12f84267d4196d,,btts_yes,btts_yes,1.81,,,28,-6.75,,True,0.81,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14571,6b4b4bc11193310fdc12f84267d4196d,,over_25,over_25,1.97,,,32,-4.48,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14568,6b4b4bc11193310fdc12f84267d4196d,,btts_no,btts_no,2.23,,,53,6.66,,True,1.23,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14583,8519adbb67cc79b5cb8743fa9878d8f6,,home,home,1.73,,,26,-11.11,,True,0.73,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14671,b9aa270332a686385631824d477fd3b5,,home,home,1.44,,,45,-3.12,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14672,b9aa270332a686385631824d477fd3b5,,dc_12,dc_12,1.18,,,45,-6.88,,True,0.18,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14656,b5ebbc1177497ea6b686bc1e02cac1bd,,over_25,over_25,1.99,,,26,-6.84,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14655,b5ebbc1177497ea6b686bc1e02cac1bd,,btts_yes,btts_yes,1.83,,,27,-6.83,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14674,b9aa270332a686385631824d477fd3b5,,over_25,over_25,2.04,,,21,-7.22,,True,1.04,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14653,b5ebbc1177497ea6b686bc1e02cac1bd,,home,home,1.9,,,29,-5.94,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14652,b5ebbc1177497ea6b686bc1e02cac1bd,,dc_1x,dc_1x,1.24,,,43,-7.15,,True,0.24,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14651,b5ebbc1177497ea6b686bc1e02cac1bd,,dc_x2,dc_x2,2.0,,,47,3.3,,True,1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14650,b5ebbc1177497ea6b686bc1e02cac1bd,,dc_12,dc_12,1.34,,,51,-1.44,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14648,b5ebbc1177497ea6b686bc1e02cac1bd,,under_25,under_25,1.93,,,54,4.78,,True,0.93,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-37.8,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14675,b9aa270332a686385631824d477fd3b5,,dc_x2,dc_x2,2.32,,,17,-9.48,,True,1.32,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14676,b9aa270332a686385631824d477fd3b5,,draw,draw,3.6,,,10,-5.7,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14736,fc303e7b30ea1b0e2fa51bcdda1b221e,,away,away,1.66,,,12,-47.14,,True,0.66,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14542,5c802f90c860b03d3ab259237d2b9867,,btts_no,btts_no,2.64,,,8,-19.36,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-11.7,1,,,,,,,,,,,,neutral,medium,balanced_offensive,63.64,0.0,63.0,neutral,medium,balanced,40.0,,,,,,,0,
14734,fc303e7b30ea1b0e2fa51bcdda1b221e,,under_25,under_25,2.19,,,29,-3.51,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14733,fc303e7b30ea1b0e2fa51bcdda1b221e,,btts_yes,btts_yes,1.53,,,30,-15.18,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14732,fc303e7b30ea1b0e2fa51bcdda1b221e,,over_25,over_25,1.66,,,40,-2.39,,True,0.66,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14420,02dd064b20d8450e3553fcad8b596057,,home,home,3.8,,,62,20.38,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14731,fc303e7b30ea1b0e2fa51bcdda1b221e,,dc_12,dc_12,1.23,,,60,-0.32,,True,0.23,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14729,fc303e7b30ea1b0e2fa51bcdda1b221e,,home,home,4.75,,,66,46.82,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14728,fc303e7b30ea1b0e2fa51bcdda1b221e,,dc_1x,dc_1x,2.24,,,84,42.06,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14541,5c802f90c860b03d3ab259237d2b9867,,under_25,under_25,2.16,,,10,-31.42,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-11.7,1,,,,,,,,,,,,neutral,medium,balanced_offensive,63.64,0.0,63.0,neutral,medium,balanced,40.0,,,,,,,0,
14540,5c802f90c860b03d3ab259237d2b9867,,home,home,1.72,,,27,-8.54,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-11.7,1,,,,,,,,,,,,neutral,medium,balanced_offensive,63.64,0.0,63.0,neutral,medium,balanced,40.0,,,,,,,0,
14534,5c802f90c860b03d3ab259237d2b9867,,over_25,over_25,1.75,,,86,27.99,,True,0.75,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-11.7,1,,,,,,,,,,,,neutral,medium,balanced_offensive,63.64,0.0,63.0,neutral,medium,balanced,40.0,,,,,,,0,
14570,6b4b4bc11193310fdc12f84267d4196d,,under_25,under_25,1.9,,,46,1.08,,True,0.9,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14569,6b4b4bc11193310fdc12f84267d4196d,,home,home,2.15,,,52,5.85,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14567,6b4b4bc11193310fdc12f84267d4196d,,dc_12,dc_12,1.34,,,55,0.16,,True,0.34,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14566,6b4b4bc11193310fdc12f84267d4196d,,dc_1x,dc_1x,1.31,,,58,1.21,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14574,6b4b4bc11193310fdc12f84267d4196d,,draw,draw,3.33,,,13,-4.85,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14575,6b4b4bc11193310fdc12f84267d4196d,,away,away,3.55,,,10,-5.74,,True,2.55,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-46.8,1,,,,,,,,,,,,neutral,medium,balanced_defensive,66.67,33.33,66.0,neutral,medium,balanced_defensive,42.86,C,37.0,1.0,C,43.0,1.0,0,
14426,02dd064b20d8450e3553fcad8b596057,,over_25,over_25,1.99,,,26,-6.84,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14425,02dd064b20d8450e3553fcad8b596057,,btts_yes,btts_yes,1.83,,,27,-6.83,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14424,02dd064b20d8450e3553fcad8b596057,,dc_x2,dc_x2,1.25,,,34,-26.7,,True,0.25,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14423,02dd064b20d8450e3553fcad8b596057,,dc_12,dc_12,1.31,,,48,-3.15,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14422,02dd064b20d8450e3553fcad8b596057,,under_25,under_25,1.84,,,49,2.24,,True,0.84,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14582,8519adbb67cc79b5cb8743fa9878d8f6,,btts_yes,btts_yes,1.88,,,30,-5.38,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14580,8519adbb67cc79b5cb8743fa9878d8f6,,dc_1x,dc_1x,1.16,,,42,-12.71,,True,0.16,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14579,8519adbb67cc79b5cb8743fa9878d8f6,,dc_12,dc_12,1.27,,,46,-5.56,,True,0.27,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14578,8519adbb67cc79b5cb8743fa9878d8f6,,dc_x2,dc_x2,2.02,,,48,3.79,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14577,8519adbb67cc79b5cb8743fa9878d8f6,,under_25,under_25,1.84,,,49,2.24,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14677,b9aa270332a686385631824d477fd3b5,,away,away,6.5,,,1,-3.84,,True,5.5,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-18.8,1,,53.0,50.0,60.0,B,B,0.0,strong_convergence,53.0,53.0,False,neutral,medium,offensive,57.14,14.29,57.0,neutral,medium,balanced,50.0,C,37.0,1.0,,,,0,
14486,42bdb04e5b87b0cc8e89ee0137469616,,over_35,over_35,2.08,,,74,15.07,,True,1.08,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14493,42bdb04e5b87b0cc8e89ee0137469616,,away,away,4.0,,,0,-18.3,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14543,5c802f90c860b03d3ab259237d2b9867,,draw,draw,4.18,,,4,-5.69,,True,3.18,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-11.7,1,,,,,,,,,,,,neutral,medium,balanced_offensive,63.64,0.0,63.0,neutral,medium,balanced,40.0,,,,,,,0,
14492,42bdb04e5b87b0cc8e89ee0137469616,,draw,draw,4.3,,,0,-13.18,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14489,42bdb04e5b87b0cc8e89ee0137469616,,under_35,under_35,1.79,,,22,-19.01,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14487,42bdb04e5b87b0cc8e89ee0137469616,,btts_no,btts_no,4.45,,,55,17.81,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14456,248d5eacb736342623dd3ae392bae7c6,,home,home,2.38,,,30,-2.49,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14455,248d5eacb736342623dd3ae392bae7c6,,dc_1x,dc_1x,1.42,,,34,-10.08,,True,0.42,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14453,248d5eacb736342623dd3ae392bae7c6,,dc_x2,dc_x2,1.67,,,47,0.38,,True,0.67,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14457,248d5eacb736342623dd3ae392bae7c6,,under_25,under_25,2.2,,,14,-20.88,,True,1.2,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-9.8,1,,,,,,,,,,,,neutral,medium,offensive,0.0,100.0,50.0,neutral,medium,balanced,50.0,D,34.0,1.0,,,,0,
14419,02dd064b20d8450e3553fcad8b596057,,dc_1x,dc_1x,1.77,,,81,17.0,,True,0.77,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,0.0,1,,,,,,,,,,,,neutral,medium,balanced,,,50.0,neutral,medium,balanced,,,,,,,,0,
14737,fc303e7b30ea1b0e2fa51bcdda1b221e,,draw,draw,4.25,,,7,-4.69,,False,-1.0,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14735,fc303e7b30ea1b0e2fa51bcdda1b221e,,dc_x2,dc_x2,1.19,,,26,-52.09,,True,0.19,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-1.8,1,,,,,,,,,,,,neutral,medium,balanced,66.67,16.67,66.0,neutral,medium,offensive,40.0,C,38.8,1.0,S,98.8,1.15,0,
14488,42bdb04e5b87b0cc8e89ee0137469616,,btts_yes,btts_yes,1.29,,,37,-17.8,,True,0.29,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
14485,42bdb04e5b87b0cc8e89ee0137469616,,over_25,over_25,1.4,,,74,8.57,,True,0.4,v5_enhanced,2025-12-01 00:15:07.317766,,,,,,False,-3.1,1,,50.0,50.0,50.0,A,A,0.0,strong_convergence,50.0,50.0,True,neutral,medium,offensive,90.91,0.0,90.0,neutral,medium,balanced,,A,89.6,1.15,,,,0,
